Date,Gender,Ranking,Player,Country,Age,Points,Tournaments
04-12-2017,men,33,Mischa Zverev,GER,30,"1,302",31
04-12-2017,men,34,Filip Krajinovic,SRB,25,"1,298",26
04-12-2017,men,35,Fernando Verdasco,ESP,34,"1,295",25
04-12-2017,men,36,Feliciano Lopez,ESP,36,"1,295",25
04-12-2017,men,37,David Ferrer,ESP,35,"1,290",23
04-12-2017,men,38,Alexandr Dolgopolov,UKR,29,"1,231",24
04-12-2017,men,39,Andrey Rublev,RUS,20,"1,229",22
04-12-2017,men,40,Yuichi Sugita,JPN,29,"1,219",27
04-12-2017,men,41,Benoit Paire,FRA,28,"1,155",33
04-12-2017,men,42,Robin Haase,NED,30,"1,130",30
04-12-2017,men,43,Paolo Lorenzi,ITA,35,"1,095",34
04-12-2017,men,44,Steve Johnson,USA,27,"1,055",26
04-12-2017,men,45,Karen Khachanov,RUS,21,"1,030",28
04-12-2017,men,46,Gael Monfils,FRA,31,"1,015",17
04-12-2017,men,47,Ryan Harrison,USA,25,"1,010",26
04-12-2017,men,48,Borna Coric,CRO,21,"1,001",28
04-12-2017,men,49,Aljaz Bedene,SLO,28,993,21
04-12-2017,men,50,Kyle Edmund,GBR,22,992,27
04-12-2017,men,51,Denis Shapovalov,CAN,18,981,23
04-12-2017,men,52,Leonardo Mayer,ARG,30,909,18
04-12-2017,men,53,Jan-Lennard Struff,GER,27,898,32
04-12-2017,men,54,Jared Donaldson,USA,21,890,27
04-12-2017,men,55,Viktor Troicki,SRB,31,880,28
04-12-2017,men,56,Julien Benneteau,FRA,35,855,19
04-12-2017,men,57,Joao Sousa,POR,28,850,30
04-12-2017,men,58,Hyeon Chung,KOR,21,844,21
04-12-2017,men,59,Nikoloz Basilashvili,GEO,25,826,30
04-12-2017,men,60,Peter Gojowczyk,GER,28,817,21
04-12-2017,men,61,Donald Young,USA,28,816,24
04-12-2017,men,62,Jiri Vesely,CZE,24,815,26
04-12-2017,men,63,Denis Istomin,UZB,31,809,23
04-12-2017,men,64,Guido Pella,ARG,27,774,23
04-12-2017,men,65,Daniil Medvedev,RUS,21,772,25
04-12-2017,men,66,Horacio Zeballos,ARG,32,768,30
04-12-2017,men,67,Dudi Sela,ISR,32,755,23
04-12-2017,men,68,Federico Delbonis,ARG,27,755,19
04-12-2017,men,69,Florian Mayer,GER,34,718,21
04-12-2017,men,70,Guillermo Garcia-Lopez,ESP,34,714,29
04-12-2017,men,71,Yen-Hsun Lu,TPE,34,704,24
04-12-2017,men,72,Evgeny Donskoy,RUS,27,704,28
04-12-2017,men,73,Thomas Fabbiano,ITA,28,701,26
04-12-2017,men,74,Mikhail Kukushkin,KAZ,29,693,24
04-12-2017,men,75,Dusan Lajovic,SRB,27,687,27
04-12-2017,men,76,Matthew Ebden,AUS,30,670,21
04-12-2017,men,77,Steve Darcis,BEL,33,667,22
04-12-2017,men,78,Jeremy Chardy,FRA,30,665,27
04-12-2017,men,79,Frances Tiafoe,USA,19,662,25
04-12-2017,men,80,Ivo Karlovic,CRO,38,660,23
04-12-2017,men,81,Pierre-Hugues Herbert,FRA,26,652,23
04-12-2017,men,82,Cedrik-Marcel Stebe,GER,27,651,21
04-12-2017,men,83,Victor Estrella Burgos,DOM,37,648,24
04-12-2017,men,84,Mikhail Youzhny,RUS,35,633,26
04-12-2017,men,85,Marton Fucsovics,HUN,25,630,24
04-12-2017,men,86,Andreas Seppi,ITA,33,616,24
04-12-2017,men,87,Radu Albot,MDA,28,616,30
04-12-2017,men,88,Laslo Djere,SRB,22,612,28
04-12-2017,men,89,Gilles Simon,FRA,32,610,26
04-12-2017,men,90,Maximilian Marterer,GER,22,608,28
04-12-2017,men,91,Stefanos Tsitsipas,GRE,19,606,30
04-12-2017,men,92,Lukas Lacko,SVK,30,605,24
04-12-2017,men,93,Marius Copil,ROU,27,601,25
04-12-2017,men,94,Jordan Thompson,AUS,23,593,26
04-12-2017,men,95,Nicolas Kicker,ARG,25,590,26
04-12-2017,men,96,Tennys Sandgren,USA,26,583,31
04-12-2017,men,97,Blaz Kavcic,SLO,30,581,26
04-12-2017,men,98,Malek Jaziri,TUN,33,580,32
04-12-2017,men,99,Taro Daniel,JPN,24,579,26
04-12-2017,men,100,Nicolas Jarry,CHI,22,574,25
11-12-2017,men,1,Rafael Nadal,ESP,31,"10,645",18
11-12-2017,men,2,Roger Federer,SUI,36,"9,605",17
11-12-2017,men,3,Grigor Dimitrov,BUL,26,"5,150",23
11-12-2017,men,4,Alexander Zverev,GER,20,"4,610",25
11-12-2017,men,5,Dominic Thiem,AUT,24,"4,015",27
11-12-2017,men,6,Marin Cilic,CRO,29,"3,805",22
11-12-2017,men,7,David Goffin,BEL,27,"3,775",26
11-12-2017,men,8,Jack Sock,USA,25,"3,165",22
11-12-2017,men,9,Stan Wawrinka,SUI,32,"3,150",15
11-12-2017,men,10,Pablo Carreno Busta,ESP,26,"2,615",25
11-12-2017,men,11,Juan Martin del Potro,ARG,29,"2,595",19
11-12-2017,men,12,Novak Djokovic,SRB,30,"2,585",16
11-12-2017,men,13,Sam Querrey,USA,30,"2,535",23
11-12-2017,men,14,Kevin Anderson,RSA,31,"2,480",22
11-12-2017,men,15,Jo-Wilfried Tsonga,FRA,32,"2,320",20
11-12-2017,men,16,Andy Murray,GBR,30,"2,290",16
11-12-2017,men,17,John Isner,USA,32,"2,265",24
11-12-2017,men,18,Lucas Pouille,FRA,23,"2,235",24
11-12-2017,men,19,Tomas Berdych,CZE,32,"2,095",19
11-12-2017,men,20,Roberto Bautista Agut,ESP,29,"2,015",24
11-12-2017,men,21,Nick Kyrgios,AUS,22,"2,010",19
11-12-2017,men,22,Kei Nishikori,JPN,27,"1,885",19
11-12-2017,men,23,Albert Ramos-Vinolas,ESP,29,"1,845",30
11-12-2017,men,24,Milos Raonic,CAN,26,"1,795",20
11-12-2017,men,25,Gilles Muller,LUX,34,"1,695",22
11-12-2017,men,26,Diego Schwartzman,ARG,25,"1,675",27
11-12-2017,men,27,Fabio Fognini,ITA,30,"1,670",24
11-12-2017,men,28,Adrian Mannarino,FRA,29,"1,635",29
11-12-2017,men,29,Philipp Kohlschreiber,GER,34,"1,440",22
11-12-2017,men,30,Damir Dzumhur,BIH,25,"1,391",28
11-12-2017,men,31,Richard Gasquet,FRA,31,"1,375",21
11-12-2017,men,32,Pablo Cuevas,URU,31,"1,370",25
11-12-2017,men,33,Mischa Zverev,GER,30,"1,302",31
11-12-2017,men,34,Filip Krajinovic,SRB,25,"1,298",26
11-12-2017,men,35,Fernando Verdasco,ESP,34,"1,295",25
11-12-2017,men,36,Feliciano Lopez,ESP,36,"1,295",25
11-12-2017,men,37,David Ferrer,ESP,35,"1,290",23
11-12-2017,men,38,Alexandr Dolgopolov,UKR,29,"1,231",24
11-12-2017,men,39,Andrey Rublev,RUS,20,"1,229",22
11-12-2017,men,40,Yuichi Sugita,JPN,29,"1,219",27
11-12-2017,men,41,Benoit Paire,FRA,28,"1,155",33
11-12-2017,men,42,Robin Haase,NED,30,"1,130",30
11-12-2017,men,43,Paolo Lorenzi,ITA,35,"1,095",34
11-12-2017,men,44,Steve Johnson,USA,27,"1,055",26
11-12-2017,men,45,Karen Khachanov,RUS,21,"1,030",28
11-12-2017,men,46,Gael Monfils,FRA,31,"1,015",17
11-12-2017,men,47,Ryan Harrison,USA,25,"1,010",26
11-12-2017,men,48,Borna Coric,CRO,21,"1,001",28
11-12-2017,men,49,Aljaz Bedene,SLO,28,993,21
11-12-2017,men,50,Kyle Edmund,GBR,22,992,27
11-12-2017,men,51,Denis Shapovalov,CAN,18,981,23
11-12-2017,men,52,Leonardo Mayer,ARG,30,909,18
11-12-2017,men,53,Jan-Lennard Struff,GER,27,898,32
11-12-2017,men,54,Jared Donaldson,USA,21,890,27
11-12-2017,men,55,Viktor Troicki,SRB,31,880,28
11-12-2017,men,56,Julien Benneteau,FRA,35,855,19
11-12-2017,men,57,Joao Sousa,POR,28,850,30
11-12-2017,men,58,Hyeon Chung,KOR,21,844,21
11-12-2017,men,59,Nikoloz Basilashvili,GEO,25,826,30
11-12-2017,men,60,Peter Gojowczyk,GER,28,817,21
11-12-2017,men,61,Donald Young,USA,28,816,24
11-12-2017,men,62,Jiri Vesely,CZE,24,815,26
11-12-2017,men,63,Denis Istomin,UZB,31,809,23
11-12-2017,men,64,Guido Pella,ARG,27,774,23
11-12-2017,men,65,Daniil Medvedev,RUS,21,772,25
11-12-2017,men,66,Horacio Zeballos,ARG,32,768,30
11-12-2017,men,67,Dudi Sela,ISR,32,755,23
11-12-2017,men,68,Federico Delbonis,ARG,27,755,19
11-12-2017,men,69,Florian Mayer,GER,34,718,21
11-12-2017,men,70,Guillermo Garcia-Lopez,ESP,34,714,29
11-12-2017,men,71,Yen-Hsun Lu,TPE,34,704,24
11-12-2017,men,72,Evgeny Donskoy,RUS,27,704,28
11-12-2017,men,73,Thomas Fabbiano,ITA,28,701,26
11-12-2017,men,74,Mikhail Kukushkin,KAZ,29,693,24
11-12-2017,men,75,Dusan Lajovic,SRB,27,687,27
11-12-2017,men,76,Matthew Ebden,AUS,30,670,21
11-12-2017,men,77,Steve Darcis,BEL,33,667,22
11-12-2017,men,78,Jeremy Chardy,FRA,30,665,27
11-12-2017,men,79,Frances Tiafoe,USA,19,662,25
11-12-2017,men,80,Ivo Karlovic,CRO,38,660,23
11-12-2017,men,81,Pierre-Hugues Herbert,FRA,26,652,23
11-12-2017,men,82,Cedrik-Marcel Stebe,GER,27,651,21
11-12-2017,men,83,Victor Estrella Burgos,DOM,37,648,24
11-12-2017,men,84,Mikhail Youzhny,RUS,35,633,26
11-12-2017,men,85,Marton Fucsovics,HUN,25,630,24
11-12-2017,men,86,Andreas Seppi,ITA,33,616,24
11-12-2017,men,87,Radu Albot,MDA,28,616,30
11-12-2017,men,88,Laslo Djere,SRB,22,612,28
11-12-2017,men,89,Gilles Simon,FRA,32,610,26
11-12-2017,men,90,Maximilian Marterer,GER,22,608,28
11-12-2017,men,91,Stefanos Tsitsipas,GRE,19,606,30
11-12-2017,men,92,Lukas Lacko,SVK,30,605,24
11-12-2017,men,93,Marius Copil,ROU,27,601,25
11-12-2017,men,94,Jordan Thompson,AUS,23,593,26
11-12-2017,men,95,Nicolas Kicker,ARG,25,590,26
11-12-2017,men,96,Tennys Sandgren,USA,26,583,31
11-12-2017,men,97,Blaz Kavcic,SLO,30,581,26
11-12-2017,men,98,Malek Jaziri,TUN,33,580,32
11-12-2017,men,99,Taro Daniel,JPN,24,579,26
11-12-2017,men,100,Gerald Melzer,AUT,27,572,24
18-12-2017,men,1,Rafael Nadal,ESP,31,"10,645",18
18-12-2017,men,2,Roger Federer,SUI,36,"9,605",17
18-12-2017,men,3,Grigor Dimitrov,BUL,26,"5,150",23
18-12-2017,men,4,Alexander Zverev,GER,20,"4,610",25
18-12-2017,men,5,Dominic Thiem,AUT,24,"4,015",27
18-12-2017,men,6,Marin Cilic,CRO,29,"3,805",22
18-12-2017,men,7,David Goffin,BEL,27,"3,775",26
18-12-2017,men,8,Jack Sock,USA,25,"3,165",22
18-12-2017,men,9,Stan Wawrinka,SUI,32,"3,150",15
18-12-2017,men,10,Pablo Carreno Busta,ESP,26,"2,615",25
18-12-2017,men,11,Juan Martin del Potro,ARG,29,"2,595",19
18-12-2017,men,12,Novak Djokovic,SRB,30,"2,585",16
18-12-2017,men,13,Sam Querrey,USA,30,"2,535",23
18-12-2017,men,14,Kevin Anderson,RSA,31,"2,480",22
18-12-2017,men,15,Jo-Wilfried Tsonga,FRA,32,"2,320",20
18-12-2017,men,16,Andy Murray,GBR,30,"2,290",16
18-12-2017,men,17,John Isner,USA,32,"2,265",24
18-12-2017,men,18,Lucas Pouille,FRA,23,"2,235",24
18-12-2017,men,19,Tomas Berdych,CZE,32,"2,095",19
18-12-2017,men,20,Roberto Bautista Agut,ESP,29,"2,015",24
18-12-2017,men,21,Nick Kyrgios,AUS,22,"2,010",19
18-12-2017,men,22,Kei Nishikori,JPN,27,"1,885",19
18-12-2017,men,23,Albert Ramos-Vinolas,ESP,29,"1,845",30
18-12-2017,men,24,Milos Raonic,CAN,26,"1,795",20
18-12-2017,men,25,Gilles Muller,LUX,34,"1,695",22
18-12-2017,men,26,Diego Schwartzman,ARG,25,"1,675",27
18-12-2017,men,27,Fabio Fognini,ITA,30,"1,670",24
18-12-2017,men,28,Adrian Mannarino,FRA,29,"1,635",29
18-12-2017,men,29,Philipp Kohlschreiber,GER,34,"1,440",22
18-12-2017,men,30,Damir Dzumhur,BIH,25,"1,391",28
18-12-2017,men,31,Richard Gasquet,FRA,31,"1,375",21
18-12-2017,men,32,Pablo Cuevas,URU,31,"1,370",25
18-12-2017,men,33,Mischa Zverev,GER,30,"1,302",31
18-12-2017,men,34,Filip Krajinovic,SRB,25,"1,298",26
18-12-2017,men,35,Fernando Verdasco,ESP,34,"1,295",25
18-12-2017,men,36,Feliciano Lopez,ESP,36,"1,295",25
18-12-2017,men,37,David Ferrer,ESP,35,"1,290",23
18-12-2017,men,38,Alexandr Dolgopolov,UKR,29,"1,231",24
18-12-2017,men,39,Andrey Rublev,RUS,20,"1,229",22
18-12-2017,men,40,Yuichi Sugita,JPN,29,"1,219",27
18-12-2017,men,41,Benoit Paire,FRA,28,"1,155",33
18-12-2017,men,42,Robin Haase,NED,30,"1,130",30
18-12-2017,men,43,Paolo Lorenzi,ITA,36,"1,095",34
18-12-2017,men,44,Steve Johnson,USA,27,"1,055",26
18-12-2017,men,45,Karen Khachanov,RUS,21,"1,030",28
18-12-2017,men,46,Gael Monfils,FRA,31,"1,015",17
18-12-2017,men,47,Ryan Harrison,USA,25,"1,010",26
18-12-2017,men,48,Borna Coric,CRO,21,"1,001",28
18-12-2017,men,49,Aljaz Bedene,SLO,28,993,21
18-12-2017,men,50,Kyle Edmund,GBR,22,992,27
18-12-2017,men,51,Denis Shapovalov,CAN,18,981,23
18-12-2017,men,52,Leonardo Mayer,ARG,30,909,18
18-12-2017,men,53,Jan-Lennard Struff,GER,27,898,32
18-12-2017,men,54,Jared Donaldson,USA,21,890,27
18-12-2017,men,55,Viktor Troicki,SRB,31,880,28
18-12-2017,men,56,Julien Benneteau,FRA,35,855,19
18-12-2017,men,57,Joao Sousa,POR,28,850,30
18-12-2017,men,58,Hyeon Chung,KOR,21,844,21
18-12-2017,men,59,Nikoloz Basilashvili,GEO,25,826,30
18-12-2017,men,60,Peter Gojowczyk,GER,28,817,21
18-12-2017,men,61,Donald Young,USA,28,816,24
18-12-2017,men,62,Jiri Vesely,CZE,24,815,26
18-12-2017,men,63,Denis Istomin,UZB,31,809,23
18-12-2017,men,64,Guido Pella,ARG,27,774,23
18-12-2017,men,65,Daniil Medvedev,RUS,21,772,25
18-12-2017,men,66,Horacio Zeballos,ARG,32,768,30
18-12-2017,men,67,Dudi Sela,ISR,32,755,23
18-12-2017,men,68,Federico Delbonis,ARG,27,755,19
18-12-2017,men,69,Florian Mayer,GER,34,718,21
18-12-2017,men,70,Guillermo Garcia-Lopez,ESP,34,714,29
18-12-2017,men,71,Yen-Hsun Lu,TPE,34,704,24
18-12-2017,men,72,Evgeny Donskoy,RUS,27,704,28
18-12-2017,men,73,Thomas Fabbiano,ITA,28,701,26
18-12-2017,men,74,Mikhail Kukushkin,KAZ,29,693,24
18-12-2017,men,75,Dusan Lajovic,SRB,27,687,27
18-12-2017,men,76,Matthew Ebden,AUS,30,670,21
18-12-2017,men,77,Steve Darcis,BEL,33,667,22
18-12-2017,men,78,Jeremy Chardy,FRA,30,665,27
18-12-2017,men,79,Frances Tiafoe,USA,19,662,25
18-12-2017,men,80,Ivo Karlovic,CRO,38,660,23
18-12-2017,men,81,Pierre-Hugues Herbert,FRA,26,652,23
18-12-2017,men,82,Cedrik-Marcel Stebe,GER,27,651,21
18-12-2017,men,83,Victor Estrella Burgos,DOM,37,648,24
18-12-2017,men,84,Mikhail Youzhny,RUS,35,633,26
18-12-2017,men,85,Marton Fucsovics,HUN,25,630,24
18-12-2017,men,86,Andreas Seppi,ITA,33,616,24
18-12-2017,men,87,Radu Albot,MDA,28,616,30
18-12-2017,men,88,Laslo Djere,SRB,22,612,28
18-12-2017,men,89,Gilles Simon,FRA,32,610,26
18-12-2017,men,90,Maximilian Marterer,GER,22,608,28
18-12-2017,men,91,Stefanos Tsitsipas,GRE,19,606,30
18-12-2017,men,92,Lukas Lacko,SVK,30,605,24
18-12-2017,men,93,Marius Copil,ROU,27,601,25
18-12-2017,men,94,Jordan Thompson,AUS,23,593,26
18-12-2017,men,95,Nicolas Kicker,ARG,25,590,26
18-12-2017,men,96,Tennys Sandgren,USA,26,583,31
18-12-2017,men,97,Blaz Kavcic,SLO,30,581,26
18-12-2017,men,98,Malek Jaziri,TUN,33,580,32
18-12-2017,men,99,Taro Daniel,JPN,24,579,26
18-12-2017,men,100,Gerald Melzer,AUT,27,572,24
25-12-2017,men,1,Rafael Nadal,ESP,31,"10,645",18
25-12-2017,men,2,Roger Federer,SUI,36,"9,605",17
25-12-2017,men,3,Grigor Dimitrov,BUL,26,"5,150",23
25-12-2017,men,4,Alexander Zverev,GER,20,"4,610",25
25-12-2017,men,5,Dominic Thiem,AUT,24,"4,015",27
25-12-2017,men,6,Marin Cilic,CRO,29,"3,805",22
25-12-2017,men,7,David Goffin,BEL,27,"3,775",26
25-12-2017,men,8,Jack Sock,USA,25,"3,165",22
25-12-2017,men,9,Stan Wawrinka,SUI,32,"3,150",15
25-12-2017,men,10,Pablo Carreno Busta,ESP,26,"2,615",25
25-12-2017,men,11,Juan Martin del Potro,ARG,29,"2,595",19
25-12-2017,men,12,Novak Djokovic,SRB,30,"2,585",16
25-12-2017,men,13,Sam Querrey,USA,30,"2,535",23
25-12-2017,men,14,Kevin Anderson,RSA,31,"2,480",22
25-12-2017,men,15,Jo-Wilfried Tsonga,FRA,32,"2,320",20
25-12-2017,men,16,Andy Murray,GBR,30,"2,290",16
25-12-2017,men,17,John Isner,USA,32,"2,265",24
25-12-2017,men,18,Lucas Pouille,FRA,23,"2,235",24
25-12-2017,men,19,Tomas Berdych,CZE,32,"2,095",19
25-12-2017,men,20,Roberto Bautista Agut,ESP,29,"2,015",24
25-12-2017,men,21,Nick Kyrgios,AUS,22,"2,010",19
25-12-2017,men,22,Kei Nishikori,JPN,27,"1,885",19
25-12-2017,men,23,Albert Ramos-Vinolas,ESP,29,"1,845",30
25-12-2017,men,24,Milos Raonic,CAN,26,"1,795",20
25-12-2017,men,25,Gilles Muller,LUX,34,"1,695",22
25-12-2017,men,26,Diego Schwartzman,ARG,25,"1,675",27
25-12-2017,men,27,Fabio Fognini,ITA,30,"1,670",24
25-12-2017,men,28,Adrian Mannarino,FRA,29,"1,635",29
25-12-2017,men,29,Philipp Kohlschreiber,GER,34,"1,440",22
25-12-2017,men,30,Damir Dzumhur,BIH,25,"1,391",28
25-12-2017,men,31,Richard Gasquet,FRA,31,"1,375",21
25-12-2017,men,32,Pablo Cuevas,URU,31,"1,370",25
25-12-2017,men,33,Mischa Zverev,GER,30,"1,302",31
25-12-2017,men,34,Filip Krajinovic,SRB,25,"1,298",26
25-12-2017,men,35,Fernando Verdasco,ESP,34,"1,295",25
25-12-2017,men,36,Feliciano Lopez,ESP,36,"1,295",25
25-12-2017,men,37,David Ferrer,ESP,35,"1,290",23
25-12-2017,men,38,Alexandr Dolgopolov,UKR,29,"1,231",24
25-12-2017,men,39,Andrey Rublev,RUS,20,"1,229",22
25-12-2017,men,40,Yuichi Sugita,JPN,29,"1,219",27
25-12-2017,men,41,Benoit Paire,FRA,28,"1,155",33
25-12-2017,men,42,Robin Haase,NED,30,"1,130",30
25-12-2017,men,43,Paolo Lorenzi,ITA,36,"1,095",34
25-12-2017,men,44,Steve Johnson,USA,28,"1,055",26
25-12-2017,men,45,Karen Khachanov,RUS,21,"1,030",28
25-12-2017,men,46,Gael Monfils,FRA,31,"1,015",17
25-12-2017,men,47,Ryan Harrison,USA,25,"1,010",26
25-12-2017,men,48,Borna Coric,CRO,21,"1,001",28
25-12-2017,men,49,Aljaz Bedene,SLO,28,993,21
25-12-2017,men,50,Kyle Edmund,GBR,22,992,27
25-12-2017,men,51,Denis Shapovalov,CAN,18,981,23
25-12-2017,men,52,Leonardo Mayer,ARG,30,909,18
25-12-2017,men,53,Jan-Lennard Struff,GER,27,898,32
25-12-2017,men,54,Jared Donaldson,USA,21,890,27
25-12-2017,men,55,Viktor Troicki,SRB,31,880,28
25-12-2017,men,56,Julien Benneteau,FRA,36,855,19
25-12-2017,men,57,Joao Sousa,POR,28,850,30
25-12-2017,men,58,Hyeon Chung,KOR,21,844,21
25-12-2017,men,59,Nikoloz Basilashvili,GEO,25,826,30
25-12-2017,men,60,Peter Gojowczyk,GER,28,817,21
25-12-2017,men,61,Donald Young,USA,28,816,24
25-12-2017,men,62,Jiri Vesely,CZE,24,815,26
25-12-2017,men,63,Denis Istomin,UZB,31,809,23
25-12-2017,men,64,Guido Pella,ARG,27,774,23
25-12-2017,men,65,Daniil Medvedev,RUS,21,772,25
25-12-2017,men,66,Horacio Zeballos,ARG,32,768,30
25-12-2017,men,67,Dudi Sela,ISR,32,755,23
25-12-2017,men,68,Federico Delbonis,ARG,27,755,19
25-12-2017,men,69,Florian Mayer,GER,34,718,21
25-12-2017,men,70,Guillermo Garcia-Lopez,ESP,34,714,29
25-12-2017,men,71,Yen-Hsun Lu,TPE,34,704,24
25-12-2017,men,72,Evgeny Donskoy,RUS,27,704,28
25-12-2017,men,73,Thomas Fabbiano,ITA,28,701,26
25-12-2017,men,74,Mikhail Kukushkin,KAZ,29,693,24
25-12-2017,men,75,Dusan Lajovic,SRB,27,687,27
25-12-2017,men,76,Matthew Ebden,AUS,30,670,21
25-12-2017,men,77,Steve Darcis,BEL,33,667,22
25-12-2017,men,78,Jeremy Chardy,FRA,30,665,27
25-12-2017,men,79,Frances Tiafoe,USA,19,662,25
25-12-2017,men,80,Ivo Karlovic,CRO,38,660,23
25-12-2017,men,81,Pierre-Hugues Herbert,FRA,26,652,23
25-12-2017,men,82,Cedrik-Marcel Stebe,GER,27,651,21
25-12-2017,men,83,Victor Estrella Burgos,DOM,37,648,24
25-12-2017,men,84,Mikhail Youzhny,RUS,35,633,26
25-12-2017,men,85,Marton Fucsovics,HUN,25,630,24
25-12-2017,men,86,Andreas Seppi,ITA,33,616,24
25-12-2017,men,87,Radu Albot,MDA,28,616,30
25-12-2017,men,88,Laslo Djere,SRB,22,612,28
25-12-2017,men,89,Gilles Simon,FRA,32,610,26
25-12-2017,men,90,Maximilian Marterer,GER,22,608,28
25-12-2017,men,91,Stefanos Tsitsipas,GRE,19,606,30
25-12-2017,men,92,Lukas Lacko,SVK,30,605,24
25-12-2017,men,93,Marius Copil,ROU,27,601,25
25-12-2017,men,94,Jordan Thompson,AUS,23,593,26
25-12-2017,men,95,Nicolas Kicker,ARG,25,590,26
25-12-2017,men,96,Tennys Sandgren,USA,26,583,31
25-12-2017,men,97,Blaz Kavcic,SLO,30,581,26
25-12-2017,men,98,Malek Jaziri,TUN,33,580,32
25-12-2017,men,99,Taro Daniel,JPN,24,579,26
25-12-2017,men,100,Gerald Melzer,AUT,27,572,24
03-12-2018,men,1,Novak Djokovic,SRB,31,"9,045",17
03-12-2018,men,2,Rafael Nadal,ESP,32,"7,480",13
03-12-2018,men,3,Roger Federer,SUI,37,"6,420",17
03-12-2018,men,4,Alexander Zverev,GER,21,"6,385",21
03-12-2018,men,5,Juan Martin del Potro,ARG,30,"5,300",18
03-12-2018,men,6,Kevin Anderson,RSA,32,"4,710",20
03-12-2018,men,7,Marin Cilic,CRO,30,"4,250",19
03-12-2018,men,8,Dominic Thiem,AUT,25,"4,095",25
03-12-2018,men,9,Kei Nishikori,JPN,28,"3,590",24
03-12-2018,men,10,John Isner,USA,33,"3,155",23
03-12-2018,men,11,Karen Khachanov,RUS,22,"2,835",25
03-12-2018,men,12,Borna Coric,CRO,22,"2,480",20
03-12-2018,men,13,Fabio Fognini,ITA,31,"2,315",25
03-12-2018,men,14,Kyle Edmund,GBR,23,"2,150",23
03-12-2018,men,15,Stefanos Tsitsipas,GRE,20,"2,095",30
03-12-2018,men,16,Daniil Medvedev,RUS,22,"1,977",27
03-12-2018,men,17,Diego Schwartzman,ARG,26,"1,880",26
03-12-2018,men,18,Milos Raonic,CAN,27,"1,855",20
03-12-2018,men,19,Grigor Dimitrov,BUL,27,"1,835",20
03-12-2018,men,20,Marco Cecchinato,ITA,26,"1,819",30
03-12-2018,men,21,Nikoloz Basilashvili,GEO,26,"1,795",29
03-12-2018,men,22,David Goffin,BEL,27,"1,785",20
03-12-2018,men,23,Pablo Carreno Busta,ESP,27,"1,705",22
03-12-2018,men,24,Roberto Bautista Agut,ESP,30,"1,605",24
03-12-2018,men,25,Hyeon Chung,KOR,22,"1,585",23
03-12-2018,men,26,Richard Gasquet,FRA,32,"1,535",25
03-12-2018,men,27,Denis Shapovalov,CAN,19,"1,440",27
03-12-2018,men,28,Fernando Verdasco,ESP,35,"1,410",28
03-12-2018,men,29,Gael Monfils,FRA,32,"1,400",24
03-12-2018,men,30,Gilles Simon,FRA,33,"1,370",28
03-12-2018,men,31,Alex de Minaur,AUS,19,"1,298",26
03-12-2018,men,32,Lucas Pouille,FRA,24,"1,245",23
03-12-2018,men,33,Steve Johnson,USA,28,"1,190",25
03-12-2018,men,34,Philipp Kohlschreiber,GER,35,"1,125",23
03-12-2018,men,35,Nick Kyrgios,AUS,23,"1,125",21
03-12-2018,men,36,Marton Fucsovics,HUN,26,"1,122",27
03-12-2018,men,37,Andreas Seppi,ITA,34,"1,106",24
03-12-2018,men,38,John Millman,AUS,29,"1,083",23
03-12-2018,men,39,Frances Tiafoe,USA,20,"1,080",25
03-12-2018,men,40,Jeremy Chardy,FRA,31,"1,050",25
03-12-2018,men,41,Martin Klizan,SVK,29,"1,048",20
03-12-2018,men,42,Adrian Mannarino,FRA,30,"1,045",29
03-12-2018,men,43,Nicolas Jarry,CHI,23,"1,022",22
03-12-2018,men,44,Joao Sousa,POR,29,"1,017",29
03-12-2018,men,45,Malek Jaziri,TUN,34,"1,014",30
03-12-2018,men,46,Matthew Ebden,AUS,31,"1,001",27
03-12-2018,men,47,Damir Dzumhur,BIH,26,985,31
03-12-2018,men,48,Dusan Lajovic,SRB,28,985,25
03-12-2018,men,49,Taylor Fritz,USA,21,974,26
03-12-2018,men,50,Robin Haase,NED,31,965,28
03-12-2018,men,51,Sam Querrey,USA,31,955,23
03-12-2018,men,52,Benoit Paire,FRA,29,935,29
03-12-2018,men,53,Mikhail Kukushkin,KAZ,30,935,24
03-12-2018,men,54,Matteo Berrettini,ITA,22,932,24
03-12-2018,men,55,Pierre-Hugues Herbert,FRA,27,903,25
03-12-2018,men,56,Leonardo Mayer,ARG,31,895,25
03-12-2018,men,57,Jan-Lennard Struff,GER,28,875,25
03-12-2018,men,58,Guido Pella,ARG,28,860,25
03-12-2018,men,59,Peter Gojowczyk,GER,29,855,25
03-12-2018,men,60,Marius Copil,ROU,28,823,23
03-12-2018,men,61,Tennys Sandgren,USA,27,814,23
03-12-2018,men,62,Ryan Harrison,USA,26,810,21
03-12-2018,men,63,Denis Kudla,USA,26,810,27
03-12-2018,men,64,Feliciano Lopez,ESP,37,795,21
03-12-2018,men,65,Albert Ramos-Vinolas,ESP,30,790,29
03-12-2018,men,66,Stan Wawrinka,SUI,33,785,17
03-12-2018,men,67,Aljaz Bedene,SLO,29,780,21
03-12-2018,men,68,Andrey Rublev,RUS,21,760,24
03-12-2018,men,69,Mischa Zverev,GER,31,750,31
03-12-2018,men,70,Vasek Pospisil,CAN,28,716,26
03-12-2018,men,71,Tomas Berdych,CZE,33,715,16
