ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
1,Brisbane,Brisbane International,11-01-2009,ATP250,Outdoor,Hard,The Final,3,Stepanek R.,Verdasco F.,26,15,2260,2830,3,6,6,3,6,4,,,,,2,1,Completed
2,Chennai,Chennai Open,11-01-2009,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Schuettler R.,27,33,2250,1864,6,4,7,6,,,,,,,2,0,Completed
3,Doha,Qatar Exxon Mobil Open,10-01-2009,ATP250,Outdoor,Hard,The Final,3,Murray A.,Roddick A.,4,8,7050,3940,6,4,6,2,,,,,,,2,0,Completed
4,Auckland,Heineken Open,17-01-2009,ATP250,Outdoor,Hard,The Final,3,Del Potro J.M.,Querrey S.,9,36,3890,1740,6,4,6,4,,,,,,,2,0,Completed
5,Sydney,Medibank International,17-01-2009,ATP250,Outdoor,Hard,The Final,3,Nalbandian D.,Nieminen J.,11,40,3450,1600,6,3,6,7,6,2,,,,,2,1,Completed
7,Johannesburg ,SA Tennis Open,08-02-2009,ATP250,Outdoor,Hard,The Final,3,Tsonga J.W.,Chardy J.,14,61,2955,1208,6,4,7,6,,,,,,,2,0,Completed
11,Rotterdam,ABN AMRO World Tennis Tournament,15-02-2009,ATP500,Indoor,Hard,The Final,3,Murray A.,Nadal R.,4,1,7360,14260,6,3,4,6,6,0,,,,,2,1,Completed
12,San Jose,SAP Open,16-02-2009,ATP250,Indoor,Hard,The Final,3,Stepanek R.,Fish M.,21,24,2440,2270,3,6,6,4,6,2,,,,,2,1,Completed
14,Marseille,Open 13,22-02-2009,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Llodra M.,12,50,3200,1365,7,5,7,6,,,,,,,2,0,Completed
15,Memphis,Regions Morgan Keegan Championships,22-02-2009,ATP250,Indoor,Hard,The Final,3,Roddick A.,Stepanek R.,6,19,4510,2640,7,5,7,5,,,,,,,2,0,Completed
17,Delray Beach,International Championships,01-03-2009,ATP250,Outdoor,Hard,The Final,3,Fish M.,Korolev E.,20,105,2305,848,7,5,6,3,,,,,,,2,0,Completed
18,Dubai ,Dubai Tennis Championships,28-02-2009,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Ferrer D.,3,14,9010,2875,7,5,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,22-03-2009,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Murray A.,1,4,14360,7400,6,1,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,05-04-2009,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Djokovic N.,4,3,7850,8420,6,2,7,5,,,,,,,2,0,Completed
41,Indianapolis,Indianapolis Tennis Championships,26-07-2009,ATP250,Outdoor,Hard,The Final,3,Ginepri R.,Querrey S.,95,37,705,1175,6,2,6,4,,,,,,,2,0,Completed
43,Los Angeles,LA Tennis Open,02-08-2009,ATP250,Outdoor,Hard,The Final,3,Querrey S.,Ball C.,32,205,1315,311,6,4,3,6,6,1,,,,,2,1,Completed
45,Washington,Legg Mason Classic,09-08-2009,ATP500,Outdoor,Hard,The Final,3,Del Potro J.M.,Roddick A.,6,5,5005,5470,3,6,7,5,7,6,,,,,2,1,Completed
46,Montreal,Rogers Masters,16-08-2009,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Del Potro J.M.,3,6,8260,5155,6,7,7,6,6,1,,,,,2,1,Completed
47,Cincinnati,Western & Southern Financial Group Masters,23-08-2009,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Djokovic N.,1,4,11040,7150,6,1,7,5,,,,,,,2,0,Completed
48,New Haven,Pilot Pen Tennis,29-08-2009,ATP250,Outdoor,Hard,The Final,3,Verdasco F.,Querrey S.,10,23,3015,1520,6,4,7,6,,,,,,,2,0,Completed
51,Metz,Open de Moselle,29-09-2009,ATP250,Indoor,Hard,The Final,3,Monfils G.,Kohlschreiber P.,13,23,2355,1530,7,6,3,6,6,2,,,,,2,1,Completed
52,Bangkok,Thailand Open,04-10-2009,ATP250,Indoor,Hard,The Final,3,Simon G.,Troicki V.,10,32,3090,1215,7,5,6,3,,,,,,,2,0,Completed
53,Kuala Lumpur,Proton Malaysian Open,04-10-2009,ATP250,Indoor,Hard,The Final,3,Davydenko N.,Verdasco F.,8,9,3535,3430,6,4,7,5,,,,,,,2,0,Completed
54,Beijing,China Open,11-10-2009,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Cilic M.,4,15,7330,2195,6,2,7,6,,,,,,,2,0,Completed
55,Tokyo,Rakuten Japan Open Tennis Championships,11-10-2009,ATP500,Outdoor,Hard,The Final,3,Tsonga J.W.,Youzhny M.,7,49,3690,910,6,3,6,3,,,,,,,2,0,Completed
56,Shanghai,Shanghai Masters,18-10-2009,Masters 1000,Outdoor,Hard,The Final,3,Davydenko N.,Nadal R.,8,2,3710,8945,7,6,6,3,,,,,,,2,0,Completed
57,Moscow,Kremlin Cup,25-10-2009,ATP250,Indoor,Hard,The Final,3,Youzhny M.,Tipsarevic J.,30,46,1200,880,6,7,6,0,6,4,,,,,2,1,Completed
58,Stockholm,Stockholm Open,25-10-2009,ATP250,Indoor,Hard,The Final,3,Baghdatis M.,Rochus O.,66,87,705,589,6,1,7,5,,,,,,,2,0,Completed
59,Lyon,Grand Prix de Lyon,01-11-2009,ATP250,Indoor,Hard,The Final,3,Ljubicic I.,Llodra M.,29,107,1230,509,7,5,6,3,,,,,,,2,0,Completed
60,St. Petersburg,St. Petersburg Open,01-11-2009,ATP250,Indoor,Hard,The Final,3,Stakhovsky S.,Zeballos H.,93,54,559,815,2,6,7,6,7,6,,,,,2,1,Completed
61,Vienna,BA-CA Tennis Trophy,01-11-2009,ATP250,Indoor,Hard,The Final,3,Melzer J.,Cilic M.,35,13,1055,2355,6,4,6,3,,,,,,,2,0,Completed
62,Basel,Davidoff Swiss Indoors,08-11-2009,ATP500,Indoor,Hard,The Final,3,Djokovic N. ,Federer R. ,3,1,7890,10055,6,4,4,6,6,2,,,,,2,1,Completed
63,Valencia,Valencia Open 500,08-11-2009,ATP500,Indoor,Hard,The Final,3,Murray A. ,Youzhny M. ,4,23,6640,1430,6,3,6,2,,,,,,,2,0,Completed
64,Paris,BNP Paribas Masters,15-11-2009,Masters 1000,Indoor,Hard,The Final,3,Djokovic N.,Monfils G.,3,16,8300,2055,6,2,5,7,7,6,,,,,2,1,Completed
65,London,Masters Cup,29-11-2009,Masters Cup,Indoor,Hard,The Final,3,Davydenko N.,Del Potro J.M.,7,5,3630,5985,6,3,6,4,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,10-01-2010,ATP250,Outdoor,Hard,The Final,3,Roddick A.,Stepanek R.,7,12,4410,2625,7,6,7,6,,,,,,,2,0,Completed
2,Chennai,Chennai Open,10-01-2010,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Wawrinka S.,14,21,2430,1635,7,6,7,6,,,,,,,2,0,Completed
3,Doha,Qatar Exxon Mobil Open,09-01-2010,ATP250,Outdoor,Hard,The Final,3,Davydenko N.,Nadal R.,6,2,4930,9205,0,6,7,6,6,4,,,,,2,1,Completed
4,Auckland,Heineken Open,16-01-2010,ATP250,Outdoor,Hard,The Final,3,Isner J.,Clement A.,33,67,1067,647,6,3,5,7,7,6,,,,,2,1,Completed
5,Sydney,Medibank International,16-01-2010,ATP250,Outdoor,Hard,The Final,3,Baghdatis M.,Gasquet R.,42,53,965,805,6,4,7,6,,,,,,,2,0,Completed
7,Johannesburg ,SA Tennis Open,07-02-2010,ATP250,Outdoor,Hard,The Final,3,Lopez F.,Robert S.,39,100,985,535,7,5,6,1,,,,,,,2,0,Completed
9,Zagreb,PBZ Zagreb Indoors,07-02-2010,ATP250,Indoor,Hard,The Final,3,Cilic M.,Berrer M.,10,65,2970,703,6,4,6,7,6,3,,,,,2,1,Completed
11,Rotterdam,ABN AMRO World Tennis Tournament,14-02-2010,ATP500,Indoor,Hard,The Final,3,Soderling R.,Youzhny M.,8,20,3375,1770,6,4,2,0,,,,,,,1,0,Retired
12,San Jose,SAP Open,14-02-2010,ATP250,Indoor,Hard,The Final,3,Verdasco F.,Roddick A.,11,7,2760,4150,3,6,6,4,6,4,,,,,2,1,Completed
14,Marseille,Open 13,21-02-2010,ATP250,Indoor,Hard,The Final,3,Llodra M.,Benneteau J.,79,39,617,1004,6,3,6,4,,,,,,,2,0,Completed
15,Memphis,Regions Morgan Keegan Championships,21-02-2010,ATP500,Indoor,Hard,The Final,3,Querrey S.,Isner J.,31,25,1260,1430,6,7,7,6,6,3,,,,,2,1,Completed
17,Delray Beach,International Championships,28-02-2010,ATP250,Outdoor,Hard,The Final,3,Gulbis E.,Karlovic I.,72,33,664,1240,6,2,6,3,,,,,,,2,0,Completed
18,Dubai ,Dubai Tennis Championships,28-02-2010,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Youzhny M.,2,15,8310,1975,7,5,5,7,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,21-03-2010,Masters 1000,Outdoor,Hard,The Final,3,Ljubicic I.,Roddick A.,26,8,1520,3720,7,6,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,04-04-2010,Masters 1000,Outdoor,Hard,The Final,3,Roddick A.,Berdych T.,8,20,3960,1760,7,5,6,4,,,,,,,2,0,Completed
40,Atlanta,Atlanta Tennis Championships,25-07-2010,ATP250,Outdoor,Hard,The Final,3,Fish M.,Isner J.,49,19,901,1925,4,6,6,4,7,6,,,,,2,1,Completed
43,Los Angeles,Farmers Classic,01-08-2010,ATP250,Outdoor,Hard,The Final,3,Querrey S.,Murray A.,20,4,1910,5155,5,7,7,6,6,3,,,,,2,1,Completed
45,Washington,Legg Mason Classic,08-08-2010,ATP500,Outdoor,Hard,The Final,3,Nalbandian D.,Baghdatis M.,117,25,465,1580,6,2,7,6,,,,,,,2,0,Completed
46,Toronto,Rogers Masters,15-08-2010,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Federer R.,4,3,5305,6795,7,5,7,5,,,,,,,2,0,Completed
47,Cincinnati,Western & Southern Financial Group Masters,22-08-2010,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Fish M.,2,36,7215,1151,6,7,7,6,6,4,,,,,2,1,Completed
48,New Haven,Pilot Pen Tennis,28-08-2010,ATP250,Outdoor,Hard,The Final,3,Stakhovsky S.,Istomin D.,47,46,953,955,3,6,6,3,6,4,,,,,2,1,Completed
51,Metz,Open de Moselle,26-09-2010,ATP250,Indoor,Hard,The Final,3,Simon G.,Zverev M.,41,155,1055,315,6,3,6,2,,,,,,,2,0,Completed
52,Bangkok,Thailand Open,03-10-2010,ATP250,Indoor,Hard,The Final,3,Garcia-Lopez G.,Nieminen J.,53,60,900,820,6,4,3,6,6,4,,,,,2,1,Completed
53,Kuala Lumpur,Proton Malaysian Open,03-10-2010,ATP250,Indoor,Hard,The Final,3,Youzhny M.,Golubev A.,9,41,3295,1080,6,7,6,2,7,6,,,,,2,1,Completed
54,Beijing,China Open,10-10-2010,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Ferrer D.,2,11,7145,3135,6,2,6,4,,,,,,,2,0,Completed
55,Tokyo,Rakuten Japan Open Tennis Championships,10-10-2010,ATP500,Outdoor,Hard,The Final,3,Nadal R.,Monfils G.,1,15,12070,2160,6,1,7,5,,,,,,,2,0,Completed
56,Shanghai,Shanghai Masters,17-10-2010,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Federer R.,4,3,5125,6735,6,3,6,2,,,,,,,2,0,Completed
57,Moscow,Kremlin Cup,24-10-2010,ATP250,Indoor,Hard,The Final,3,Troicki V.,Baghdatis M.,43,19,1020,1930,3,6,6,4,6,3,,,,,2,1,Completed
58,Stockholm,Stockholm Open,24-10-2010,ATP250,Indoor,Hard,The Final,3,Federer R.,Mayer F.,2,47,7335,986,6,4,6,3,,,,,,,2,0,Completed
59,Montpellier,Open Sud de France,31-10-2010,ATP250,Indoor,Hard,The Final,3,Monfils G.,Ljubicic I.,15,17,2325,2100,6,2,7,5,6,1,,,,,2,1,Completed
60,St. Petersburg,St. Petersburg Open,31-10-2010,ATP250,Indoor,Hard,The Final,3,Kukushkin M.,Youzhny M.,88,10,587,3105,6,3,7,6,,,,,,,2,0,Completed
61,Vienna,BA-CA Tennis Trophy,31-10-2010,ATP250,Indoor,Hard,The Final,3,Melzer J.,Haider-Maurer A.,12,157,2650,339,6,7,7,6,6,4,,,,,2,0,Completed
62,Basel,Swiss Indoors,07-11-2010,ATP500,Indoor,Hard,The Final,3,Federer R.,Djokovic N.,2,3,7495,7145,6,4,3,6,6,1,,,,,2,1,Completed
63,Valencia,Valencia Open 500,07-11-2010,ATP500,Indoor,Hard,The Final,3,Ferrer D.,Granollers M.,8,67,3325,741,7,5,6,3,,,,,,,2,0,Completed
64,Paris,BNP Paribas Masters,14-11-2010,Masters 1000,Indoor,Hard,The Final,3,Soderling R.,Monfils G.,5,14,4960,2485,6,1,7,6,,,,,,,2,0,Completed
65,London,Masters Cup,28-11-2010,Masters Cup,Indoor,Hard,The Final,3,Federer R.,Nadal R.,2,1,7645,11450,6,3,3,6,6,1,,,,,2,1,Completed
1,Brisbane,Brisbane International,09-01-2011,ATP250,Outdoor,Hard,The Final,3,Soderling R.,Roddick A.,5,8,5580,3665,6,3,7,5,,,,,,,2,0,Completed
2,Chennai,Chennai Open,09-01-2011,ATP250,Outdoor,Hard,The Final,3,Wawrinka S.,Malisse X.,21,60,1755,816,7,5,4,6,6,1,,,,,2,1,Completed
3,Doha,Qatar Exxon Mobil Open,08-01-2011,ATP250,Outdoor,Hard,The Final,3,Federer R.,Davydenko N.,2,22,9145,1655,6,3,6,4,,,,,,,2,0,Completed
4,Auckland,Heineken Open,15-01-2011,ATP250,Outdoor,Hard,The Final,3,Ferrer D.,Nalbandian D.,7,27,3735,1480,6,3,6,2,,,,,,,2,0,Completed
5,Sydney,Medibank International,15-01-2011,ATP250,Outdoor,Hard,The Final,3,Simon G.,Troicki V.,41,30,1005,1385,7,5,7,6,,,,,,,2,0,Completed
7,Johannesburg ,SA Tennis Open,06-02-2011,ATP250,Outdoor,Hard,The Final,3,Anderson K.,Devvarman S.,59,110,834,507,4,6,6,3,6,2,,,,,2,1,Completed
9,Zagreb,PBZ Zagreb Indoors,06-02-2011,ATP250,Indoor,Hard,The Final,3,Dodig I.,Berrer M.,84,66,581,715,6,3,6,4,,,,,,,2,0,Completed
11,Rotterdam,ABN AMRO World Tennis Tournament,13-02-2011,ATP500,Indoor,Hard,The Final,3,Soderling R.,Tsonga J.W.,4,18,5955,1715,6,3,3,6,6,3,,,,,2,1,Completed
12,San Jose,SAP Open,13-02-2011,ATP250,Indoor,Hard,The Final,3,Raonic M.,Verdasco F.,84,9,587,3240,7,6,7,6,,,,,,,2,0,Completed
14,Marseille,Open 13,20-02-2011,ATP250,Indoor,Hard,The Final,3,Soderling R.,Cilic M.,4,28,5955,1395,6,7,6,3,6,3,,,,,2,1,Completed
15,Memphis,Regions Morgan Keegan Championships,20-02-2011,ATP500,Indoor,Hard,The Final,3,Roddick A.,Raonic M.,8,59,3325,837,7,6,6,7,7,5,,,,,2,1,Completed
17,Delray Beach,International Championships,27-02-2011,ATP250,Outdoor,Hard,The Final,3,Del Potro J.M.,Tipsarevic J.,166,52,335,935,6,4,6,4,,,,,,,2,0,Completed
18,Dubai ,Dubai Tennis Championships,26-02-2011,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,3,2,7880,7965,6,3,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,20-03-2011,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Nadal R.,3,1,7800,12390,4,6,6,3,6,2,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,03-04-2011,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Nadal R.,2,1,8710,12630,4,6,6,3,7,6,,,,,2,1,Completed
40,Atlanta,Atlanta Tennis Championships,24-07-2011,ATP250,Outdoor,Hard,The Final,3,Fish M.,Isner J.,9,35,2435,1195,3,6,7,6,6,2,,,,,2,1,Completed
43,Los Angeles,Farmers Classic,31-07-2011,ATP250,Outdoor,Hard,The Final,3,Gulbis E.,Fish M.,84,9,645,2435,5,7,6,4,6,4,,,,,2,1,Completed
46,Washington,Legg Mason Classic,07-08-2011,ATP500,Outdoor,Hard,The Final,3,Stepanek R.,Monfils G.,54,7,883,2695,6,4,6,4,,,,,,,2,0,Completed
47,Montreal,Rogers Masters,14-08-2011,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Fish M.,1,8,12860,2505,6,2,3,6,6,4,,,,,2,1,Completed
48,Cincinnati,Western & Southern Financial Group Masters,21-08-2011,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Djokovic N.,4,1,5715,13500,6,4,3,0,,,,,,,1,0,Retired
49,Winston-Salem,Winston-Salem Open at Wake Forest University,27-08-2011,ATP250,Outdoor,Hard,The Final,3,Isner J.,Benneteau J.,28,113,1340,478,4,6,6,3,6,4,,,,,2,1,Completed
52,Metz,Open de Moselle,25-09-2011,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Ljubicic I.,10,29,2710,1315,6,3,6,7,6,3,,,,,2,1,Completed
53,Bangkok,Thailand Open,02-10-2011,ATP250,Indoor,Hard,The Final,3,Murray A.,Young D.,4,55,7165,800,6,2,6,0,,,,,,,2,0,Completed
54,Kuala Lumpur,Malaysian Open,02-10-2011,ATP250,Indoor,Hard,The Final,3,Tipsarevic J.,Baghdatis M.,17,60,1870,770,6,4,7,5,,,,,,,2,0,Completed
55,Beijing,China Open,09-10-2011,ATP500,Outdoor,Hard,The Final,3,Berdych T.,Cilic M.,10,25,2775,1435,3,6,6,4,6,1,,,,,2,1,Completed
56,Tokyo,Rakuten Japan Open Tennis Championships,09-10-2011,ATP500,Outdoor,Hard,The Final,3,Murray A.,Nadal R.,4,2,7415,10575,3,6,6,2,6,0,,,,,2,1,Completed
57,Shanghai,Shanghai Masters,16-10-2011,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Ferrer D.,4,5,7825,4200,7,5,6,4,,,,,,,2,0,Completed
58,Moscow,Kremlin Cup,23-10-2011,ATP250,Indoor,Hard,The Final,3,Tipsarevic J.,Troicki V.,14,16,2040,1920,6,4,6,2,,,,,,,2,0,Completed
59,Stockholm,Stockholm Open,23-10-2011,ATP250,Indoor,Hard,The Final,3,Monfils G.,Nieminen J.,10,73,2525,701,7,5,3,6,6,2,,,,,2,1,Completed
60,St. Petersburg,St. Petersburg Open,30-10-2011,ATP250,Indoor,Hard,The Final,3,Cilic M.,Tipsarevic J.,22,13,1645,2245,6,3,3,6,6,2,,,,,2,1,Completed
61,Vienna,Erste Bank Open,30-10-2011,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Del Potro J.M.,9,15,2880,2030,6,7,6,3,6,4,,,,,2,1,Completed
62,Basel,Swiss Indoors,06-11-2011,ATP500,Indoor,Hard,The Final,3,Federer R.,Nishikori K.,4,32,7530,1225,6,1,6,3,,,,,,,2,0,Completed
63,Valencia,Valencia Open 500,06-11-2011,ATP500,Indoor,Hard,The Final,3,Granollers M.,Monaco J.,34,41,1145,990,6,2,4,6,7,6,,,,,2,1,Completed
64,Paris,BNP Paribas Masters,13-11-2011,Masters 1000,Indoor,Hard,The Final,3,Federer R.,Tsonga J.W.,4,8,7530,2935,6,1,7,6,,,,,,,2,0,Completed
65,London,Masters Cup,27-11-2011,Masters Cup,Indoor,Hard,The Final,3,Federer R.,Tsonga J.W.,4,6,6670,3535,6,3,6,7,6,3,,,,,2,1,Completed
1,Brisbane,Brisbane International,08-Jan,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dolgopolov O.,4,15,7380,1925,6,1,6,3,,,,,,,2,0,Completed
2,Chennai,Chennai Open,08-Jan,ATP250,Outdoor,Hard,The Final,3,Raonic M.,Tipsarevic J.,31,9,1255,2595,6,7,7,6,7,6,,,,,2,1,Completed
3,Doha,Qatar Exxon Mobil Open,07-Jan,ATP250,Outdoor,Hard,The Final,3,Tsonga J.W.,Monfils G.,6,16,4335,1910,7,5,6,3,,,,,,,2,0,Completed
4,Auckland,Heineken Open,14-Jan,ATP250,Outdoor,Hard,The Final,3,Ferrer D.,Rochus O.,5,68,4925,704,6,3,6,4,,,,,,,2,0,Completed
5,Sydney,Apia International,15-Jan,ATP250,Outdoor,Hard,The Final,3,Nieminen J.,Benneteau J.,77,49,666,900,6,2,7,5,,,,,,,2,0,Completed
7,Montpellier,Open Sud de France,05-Feb,ATP250,Indoor,Hard,The Final,3,Berdych T.,Monfils G.,7,13,3700,1970,6,2,4,6,6,3,,,,,2,1,Completed
9,Zagreb,PBZ Zagreb Indoors,05-Feb,ATP250,Indoor,Hard,The Final,3,Youzhny M.,Lacko L.,39,97,1025,596,6,2,6,3,,,,,,,2,0,Completed
10,Rotterdam,ABN AMRO World Tennis Tournament,19-Feb,ATP500,Indoor,Hard,The Final,3,Federer R.,Del Potro J.M.,3,10,8010,2585,6,1,6,4,,,,,,,2,0,Completed
11,San Jose,SAP Open,19-Feb,ATP250,Indoor,Hard,The Final,3,Raonic M.,Istomin D.,32,61,1140,767,7,6,6,2,,,,,,,2,0,Completed
14,Marseille,Open 13,26-Feb,ATP250,Indoor,Hard,The Final,3,Del Potro J.M.,Llodra M.,10,50,2705,870,6,4,6,4,,,,,,,2,0,Completed
15,Memphis,Regions Morgan Keegan Championships,26-Feb,ATP500,Indoor,Hard,The Final,3,Melzer J.,Raonic M.,38,35,1052,1090,7,5,7,6,,,,,,,2,0,Completed
17,Delray Beach,International Championships,04-Mar,ATP250,Outdoor,Hard,The Final,3,Anderson K.,Matosevic M.,36,173,1065,293,6,4,7,6,,,,,,,2,0,Completed
18,Dubai ,Dubai Tennis Championships,03-Mar,ATP500,Outdoor,Hard,The Final,3,Federer R.,Murray A.,3,4,8235,7150,7,5,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,18-Mar,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Isner J.,3,11,8710,2120,7,6,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,01-Apr,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Murray A.,1,4,12670,7450,6,1,7,6,,,,,,,2,0,Completed
42,Atlanta,BB&T Atlanta Open,22-Jul,ATP250,Outdoor,Hard,The Final,3,Roddick A.,Muller G.,27,63,1395,746,1,6,7,6,6,2,,,,,2,1,Completed
46,Los Angeles,Farmers Classic,29-Jul,ATP250,Outdoor,Hard,The Final,3,Querrey S.,Berankis R.,57,141,799,387,6,0,6,2,,,,,,,2,0,Completed
47,Washington,Citi Open,05-Aug,ATP500,Outdoor,Hard,The Final,3,Dolgopolov O.,Haas T.,25,36,1460,1138,6,7,6,4,6,1,,,,,2,1,Completed
48,Toronto,Rogers Masters,13-Aug,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Gasquet R.,2,21,11270,1600,6,3,6,2,,,,,,,2,0,Completed
49,Cincinnati,Western & Southern Financial Group Masters,19-Aug,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Djokovic N.,1,2,11345,11270,6,0,7,6,,,,,,,2,0,Completed
50,Winston-Salem,Winston-Salem Open at Wake Forest University,25-Aug,ATP250,Outdoor,Hard,The Final,3,Isner J.,Berdych T.,14,7,1940,3815,3,6,6,4,7,6,,,,,2,1,Completed
52,Metz,Open de Moselle,23-Sep,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Seppi A.,7,28,4520,1390,6,1,6,2,,,,,,,2,0,Completed
53,St. Petersburg,St. Petersburg Open,23-Sep,ATP250,Indoor,Hard,The Final,3,Klizan M.,Fognini F.,45,53,898,790,6,2,6,3,,,,,,,2,0,Completed
54,Bangkok,Thailand Open,30-Sep,ATP250,Indoor,Hard,The Final,3,Gasquet R.,Simon G.,14,19,2165,1800,6,2,6,1,,,,,,,2,0,Completed
55,Kuala Lumpur,Malaysian Open,30-Sep,ATP250,Indoor,Hard,The Final,3,Monaco J.,Benneteau J.,11,34,2565,1075,7,5,4,6,6,3,,,,,2,1,Completed
56,Beijing,China Open,07-Oct,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Tsonga J.W.,2,7,10470,4520,7,6,6,2,,,,,,,2,0,Completed
57,Tokyo,Rakuten Japan Open Tennis Championships,07-Oct,ATP500,Outdoor,Hard,The Final,3,Nishikori K.,Raonic M.,17,15,1865,2090,7,6,3,6,6,0,,,,,2,1,Completed
58,Shanghai,Shanghai Masters,14-Oct,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Murray A.,2,3,10970,8090,5,7,7,6,6,3,,,,,2,1,Completed
59,Moscow,Kremlin Cup,21-Oct,ATP250,Indoor,Hard,The Final,3,Seppi A.,Bellucci T.,25,41,1415,967,3,6,7,6,6,3,,,,,2,1,Completed
60,Stockholm,Stockholm Open,21-Oct,ATP250,Indoor,Hard,The Final,3,Berdych T.,Tsonga J.W.,6,7,4840,4810,4,6,6,4,6,4,,,,,2,1,Completed
61,Vienna,Erste Bank Open,21-Oct,ATP250,Indoor,Hard,The Final,3,Del Potro J.M.,Zemlja G.,8,70,3670,660,7,5,6,3,,,,,,,2,0,Completed
62,Basel,Swiss Indoors,28-Oct,ATP500,Indoor,Hard,The Final,3,Del Potro J.M.,Federer R.,8,1,3740,12165,6,4,6,7,7,6,,,,,2,1,Completed
63,Valencia,Valencia Open 500,28-Oct,ATP500,Indoor,Hard,The Final,3,Ferrer D.,Dolgopolov O.,5,21,5360,1680,6,1,3,6,6,4,,,,,2,1,Completed
64,Paris,BNP Paribas Masters,04-Nov,Masters 1000,Indoor,Hard,The Final,3,Ferrer D.,Janowicz J.,5,69,5610,682,6,4,6,3,,,,,,,2,0,Completed
65,London,Masters Cup,12-Nov,Masters Cup,Indoor,Hard,The Final,3,Djokovic N.,Federer R.,1,2,11420,9465,7,6,7,5,,,,,,,2,0,Completed
1,Brisbane,Brisbane International,06-Jan,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dimitrov G.,3,48,8000,866,7,6,6,4,,,,,,,2,0,Completed
2,Chennai,Chennai Open,06-Jan,ATP250,Outdoor,Hard,The Final,3,Tipsarevic J.,Bautista R.,9,80,2990,648,3,6,6,1,6,3,,,,,2,1,Completed
3,Doha,Qatar Exxon Mobil Open,05-Jan,ATP250,Outdoor,Hard,The Final,3,Gasquet R.,Davydenko N.,10,44,2515,885,3,6,7,6,6,3,,,,,2,1,Completed
4,Auckland,Heineken Open,12-Jan,ATP250,Outdoor,Hard,The Final,3,Ferrer D.,Kohlschreiber P.,5,19,6505,1770,7,6,6,1,,,,,,,2,0,Completed
5,Sydney,Apia International,12-Jan,ATP250,Outdoor,Hard,The Final,3,Tomic B.,Anderson K.,64,36,740,1065,6,3,6,7,6,3,,,,,2,1,Completed
7,Montpellier,Open Sud de France,10-Feb,ATP250,Indoor,Hard,The Final,3,Gasquet R.,Paire B.,10,43,2720,900,6,2,6,3,,,,,,,2,0,Completed
9,Zagreb,PBZ Zagreb Indoors,10-Feb,ATP250,Indoor,Hard,The Final,3,Cilic M.,Melzer J.,12,29,2375,1245,6,3,6,1,,,,,,,2,0,Completed
10,Rotterdam,ABN AMRO World Tennis Tournament,17-Feb,ATP500,Indoor,Hard,The Final,3,Del Potro J.M.,Benneteau J.,7,39,4210,1025,7,6,6,3,,,,,,,2,0,Completed
11,San Jose,SAP Open,17-Feb,ATP250,Indoor,Hard,The Final,3,Raonic M.,Haas T.,13,22,2305,1685,6,4,6,3,,,,,,,2,0,Completed
