ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
47,Los Cabos,Abierto Mexicano Mifel,04-Aug,ATP250,Outdoor,Hard,The Final,3,Schwartzman D.,Fritz T.,27,28,1485,1450,7,6,6,3,,,,,,,2,0,Completed
48,Washington,Citi Open,04-Aug,ATP500,Outdoor,Hard,The Final,3,Kyrgios N.,Medvedev D.,52,10,975,2625,7,6,7,6,,,,,,,2,0,Completed
49,Montreal,Rogers Masters,11-Aug,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Medvedev D.,2,9,7945,2745,6,3,6,0,,,,,,,2,0,Completed
50,Cincinnati,Western & Southern Financial Group Masters,18-Aug,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,Goffin D.,8,19,3230,1815,7,6,6,4,,,,,,,2,0,Completed
51,Winston-Salem,Winston-Salem Open at Wake Forest University,24-Aug,ATP250,Outdoor,Hard,The Final,3,Hurkacz H.,Paire B.,41,30,1078,1403,6,3,3,6,6,3,,,,,2,1,Completed
53,Metz,Open de Moselle,22-Sep,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Bedene A.,61,76,955,765,6,7,3,4,,,,,,,0,1,Completed
54,St. Petersburg,St. Petersburg Open,22-Sep,ATP250,Indoor,Hard,The Final,3,Medvedev D.,Coric B.,4,15,5235,2025,6,3,6,1,,,,,,,2,0,Completed
55,Chengdu,Chengdu Open,29-Sep,ATP250,Outdoor,Hard,The Final,3,Carreno Busta P.,Bublik A.,63,71,942,860,6,7,6,4,7,6,,,,,2,1,Completed
56,Zhuhai,Zhuhai Open,29-Sep,ATP250,Outdoor,Hard,The Final,3,De Minaur A.,Mannarino A.,31,61,1360,971,7,6,6,4,,,,,,,2,0,Completed
57,Beijing,China Open,06-Oct,ATP500,Outdoor,Hard,The Final,3,Thiem D.,Tsitsipas S.,5,7,4415,3420,3,6,6,4,6,1,,,,,2,1,Completed
58,Tokyo,Rakuten Japan Open Tennis Championships,06-Oct,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Millman J.,1,80,9865,691,6,3,6,2,,,,,,,2,0,Completed
59,Shanghai,Shanghai Masters,13-Oct,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,Zverev A.,4,6,4965,4185,6,4,6,1,,,,,,,2,0,Completed
60,Antwerp,European Open,20-Oct,ATP250,Indoor,Hard,The Final,3,Murray A.,Wawrinka S.,243,18,192,1670,3,6,6,4,6,4,,,,,2,1,Completed
61,Moscow,Kremlin Cup,20-Oct,ATP250,Indoor,Hard,The Final,3,Rublev A.,Mannarino A.,31,44,1341,1111,6,4,6,0,,,,,,,2,0,Completed
62,Stockholm,Stockholm Open,20-Oct,ATP250,Indoor,Hard,The Final,3,Shapovalov D.,Krajinovic F.,34,60,1255,963,6,4,6,4,,,,,,,2,0,Completed
63,Basel,Swiss Indoors,27-Oct,ATP500,Indoor,Hard,The Final,3,Federer R.,De Minaur A.,3,28,6950,1440,6,2,6,2,,,,,,,2,0,Completed
64,Vienna,Erste Bank Open,27-Oct,ATP500,Indoor,Hard,The Final,3,Thiem D.,Schwartzman D.,5,15,5085,1950,3,6,6,4,6,3,,,,,2,1,Completed
65,Paris,BNP Paribas Masters,03-Nov,Masters 1000,Indoor,Hard,The Final,3,Djokovic N.,Shapovalov D.,1,28,9545,1460,6,3,6,4,,,,,,,2,0,Completed
66,London,Masters Cup,17-Nov,Masters Cup,Indoor,Hard,The Final,3,Tsitsipas S. ,Thiem D. ,6,5,4000,5025,6,7,6,2,7,6,,,,,2,1,Completed
