ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
31,Geneva,Geneva Open,27-05-2017,ATP250,Outdoor,Clay,The Final,3,Wawrinka S.,Zverev M.,3,33,5445,1165,4,6,6,3,6,3,,,,,2,1,Completed
32,Lyon,Lyon Open,27-05-2017,ATP250,Outdoor,Clay,The Final,3,Tsonga J.W.,Berdych T.,13,14,2870,2780,7,6,7,5,,,,,,,2,0,Completed
41,Bastad,SkiStar Swedish Open,23-07-2017,ATP250,Outdoor,Clay,The Final,3,Ferrer D.,Dolgopolov O.,46,89,960,596,6,4,6,4,,,,,,,2,0,Completed
43,Umag,Croatia Open,23-07-2017,ATP250,Outdoor,Clay,The Final,3,Rublev A.,Lorenzi P.,74,34,647,1223,6,4,6,2,,,,,,,2,0,Completed
45,Gstaad,Suisse Open Gstaad,30-07-2017,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Hanfmann Y.,31,170,1270,318,6,4,7,5,,,,,,,2,0,Completed
46,Hamburg,German Tennis Championships,30-07-2017,ATP500,Outdoor,Clay,The Final,3,Mayer L.,Mayer F.,138,101,403,533,6,4,4,6,6,3,,,,,2,1,Completed
47,Kitzbuhel,Generali Open,05-08-2017,ATP250,Outdoor,Clay,The Final,3,Kohlschreiber P.,Sousa J.,47,62,930,785,6,3,6,4,,,,,,,2,0,Completed
8,Quito,Ecuador Open,11-Feb,ATP250,Outdoor,Clay,The Final,3,Carballes Baena R.,Ramos-Vinolas A.,107,21,523,1925,6,3,4,6,6,4,,,,,2,1,Completed
10,Buenos Aires,Argentina Open,18-Feb,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Bedene A.,6,51,4060,968,6,2,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,25-Feb,ATP500,Outdoor,Clay,The Final,3,Schwartzman D.,Verdasco F.,23,40,1810,1260,6,2,6,3,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,04-Mar,ATP250,Indoor,Clay,The Final,3,Fognini F.,Jarry N.,20,73,1985,728,1,6,6,1,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,15-Apr,ATP250,Outdoor,Clay,The Final,3,Johnson S.,Sandgren T.,51,56,975,898,7,6,2,6,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,15-Apr,ATP250,Outdoor,Clay,The Final,3,Andujar P.,Edmund K.,355,26,126,1627,6,2,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,22-Apr,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Nishikori K.,1,36,8770,1280,6,3,6,2,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,29-Apr,ATP500,Outdoor,Clay,The Final,3,Nadal R.,Tsitsipas S.,1,63,8770,822,6,2,6,1,,,,,,,2,0,Completed
25,Budapest,Gazprom Hungarian Open,29-Apr,ATP250,Outdoor,Clay,The Final,3,Cecchinato M.,Millman J.,92,94,664,645,7,5,6,4,,,,,,,2,0,Completed
26,Estoril,Millennium Estoril Open,06-May,ATP250,Outdoor,Clay,The Final,3,Sousa J.,Tiafoe F.,68,64,805,823,6,4,6,4,,,,,,,2,0,Completed
27,Istanbul,Istanbul Open,06-May,ATP250,Outdoor,Clay,The Final,3,Daniel T.,Jaziri M.,114,78,491,718,7,6,6,4,,,,,,,2,0,Completed
28,Munich,BMW Open,06-May,ATP250,Outdoor,Clay,The Final,3,Zverev A.,Kohlschreiber P.,3,34,5195,1320,6,3,6,3,,,,,,,2,0,Completed
29,Madrid,Mutua Madrid Open,13-May,Masters 1000,Outdoor,Clay,The Final,3,Zverev A.,Thiem D.,3,7,5195,3545,6,4,6,4,,,,,,,2,0,Completed
30,Rome,Internazionali BNL d'Italia,20-May,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Zverev A.,2,3,7950,6015,6,1,1,6,6,3,,,,,2,1,Completed
31,Geneva,Geneva Open,26-May,ATP250,Outdoor,Clay,The Final,3,Fucsovics M.,Gojowczyk P.,60,49,884,1045,6,2,6,2,,,,,,,2,0,Completed
32,Lyon,Lyon Open,26-May,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Simon G.,8,75,3195,765,3,6,7,6,6,1,,,,,2,1,Completed
41,Bastad,SkiStar Swedish Open,22-Jul,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Gasquet R.,15,29,2030,1465,6,3,3,6,6,1,,,,,2,1,Completed
43,Umag,Croatia Open,22-Jul,ATP250,Outdoor,Clay,The Final,3,Cecchinato M.,Pella G.,27,72,1510,780,6,2,7,6,,,,,,,2,0,Completed
45,Gstaad,Suisse Open Gstaad,29-Jul,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Bautista Agut R.,84,17,687,1940,7,6,6,4,,,,,,,2,0,Completed
46,Hamburg,German Tennis Championships,29-Jul,ATP500,Outdoor,Clay,The Final,3,Basilashvili N.,Mayer L.,81,36,715,1197,6,4,0,6,7,5,,,,,2,1,Completed
47,Kitzbuhel,Generali Open,04-Aug,ATP250,Outdoor,Clay,The Final,3,Klizan M.,Istomin D.,112,95,491,597,6,2,6,2,,,,,,,2,0,Completed
7,Cordoba,Cordoba Open,10-Feb,ATP250,Outdoor,Clay,The Final,3,Londero J.I.,Pella G.,112,59,498,790,3,6,7,5,6,1,,,,,2,1,Completed
10,Buenos Aires,Argentina Open,17-Feb,ATP250,Outdoor,Clay,The Final,3,Cecchinato M.,Schwartzman D.,18,19,1870,1835,6,1,6,2,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,24-Feb,ATP500,Outdoor,Clay,The Final,3,Djere L.,Auger-Aliassime F.,90,104,627,540,6,3,7,5,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,03-Mar,ATP250,Indoor,Clay,The Final,3,Pella G.,Garin C.,48,92,975,620,7,5,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,14-Apr,ATP250,Outdoor,Clay,The Final,3,Garin C.,Ruud C.,73,95,726,645,7,6,4,6,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,14-Apr,ATP250,Outdoor,Clay,The Final,3,Paire B.,Andujar P.,69,70,763,757,6,2,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,21-Apr,Masters 1000,Outdoor,Clay,The Final,3,Fognini F.,Lajovic D.,18,48,1885,950,6,3,6,4,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,28-Apr,ATP500,Outdoor,Clay,The Final,3,Thiem D.,Medvedev D.,5,14,4675,2505,6,4,6,0,,,,,,,2,0,Completed
25,Budapest,Hungarian Open,28-Apr,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Krajinovic F.,55,105,927,576,4,6,6,3,6,1,,,,,2,1,Completed
26,Estoril,Millennium Estoril Open,05-May,ATP250,Outdoor,Clay,The Final,3,Tsitsipas S.,Cuevas P.,10,67,3030,782,6,3,7,6,,,,,,,2,0,Completed
27,Munich,BMW Open,05-May,ATP250,Outdoor,Clay,The Final,3,Garin C.,Berrettini M.,47,37,1000,1145,6,1,3,6,7,6,,,,,2,1,Completed
28,Madrid,Mutua Madrid Open,12-May,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Tsitsipas S.,1,9,11160,3190,6,3,6,4,,,,,,,2,0,Completed
29,Rome,Internazionali BNL d'Italia,19-May,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Djokovic N.,2,1,7945,12115,6,0,4,6,6,1,,,,,2,1,Completed
30,Geneva,Geneva Open,25-May,ATP250,Outdoor,Clay,The Final,3,Zverev A.,Jarry N.,5,75,4155,705,6,3,3,6,7,6,,,,,2,1,Completed
31,Lyon,Lyon Open,25-May,ATP250,Outdoor,Clay,The Final,3,Paire B.,Auger-Aliassime F.,51,28,938,1344,6,4,6,3,,,,,,,2,0,Completed
40,Bastad,SkiStar Swedish Open,21-Jul,ATP250,Outdoor,Clay,The Final,3,Jarry N.,Londero J.I.,64,71,885,800,7,6,6,4,,,,,,,2,0,Completed
42,Umag,Croatia Open,21-Jul,ATP250,Outdoor,Clay,The Final,3,Lajovic D.,Balazs A.,36,208,1251,241,7,5,7,5,,,,,,,2,0,Completed
44,Gstaad,Suisse Open Gstaad,28-Jul,ATP250,Outdoor,Clay,The Final,3,Ramos-Vinolas A.,Stebe C.M.,85,455,639,20,6,3,6,2,,,,,,,2,0,Completed
45,Hamburg,German Tennis Championships,28-Jul,ATP500,Outdoor,Clay,The Final,3,Basilashvili N.,Rublev A.,16,78,1995,716,7,5,4,6,6,3,,,,,2,1,Completed
46,Kitzbuhel,Generali Open,03-Aug,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Ramos-Vinolas A.,4,69,4595,860,7,6,6,1,,,,,,,2,0,Completed
